time,open,high,low,close,volume,gold_close,gold_high,gold_low,gold_open,gold_volume,usd_close,usd_high,usd_low,usd_open,usd_volume
2025-04-23 04:00:00+00:00,93126.5,93620.5,92966.5,93613.5,7221,3356.199951171875,3356.89990234375,3345.699951171875,3349.39990234375,4163.0,99.0,99.1500015258789,98.98500061035156,99.08999633789062,436.0
2025-04-23 05:00:00+00:00,93583.0,93583.0,93237.0,93434.0,2511,3329.10009765625,3359.5,3324.699951171875,3356.300048828125,15331.0,99.07499694824219,99.125,98.90499877929688,99.01000213623047,972.0
2025-04-23 06:00:00+00:00,93433.0,93812.5,93378.5,93589.0,2822,3312.10009765625,3336.60009765625,3302.60009765625,3329.199951171875,20367.0,98.97000122070312,99.1050033569336,98.91999816894531,99.0999984741211,1104.0
2025-04-23 07:00:00+00:00,93583.0,94250.0,93444.0,94110.0,5119,3329.89990234375,3331.39990234375,3312.60009765625,3312.60009765625,12042.0,99.0,99.0199966430664,98.82499694824219,98.95999908447266,1432.0
2025-04-23 08:00:00+00:00,94107.0,94420.0,93865.0,94228.5,4323,3333.0,3333.0,3316.89990234375,3330.10009765625,8899.0,98.81500244140625,99.05999755859375,98.80500030517578,98.98500061035156,1250.0
2025-04-23 09:00:00+00:00,94234.5,94350.0,93850.0,93850.0,4273,3328.5,3352.39990234375,3328.0,3333.10009765625,14703.0,98.80000305175781,98.80999755859375,98.63999938964844,98.80999755859375,1355.0
2025-04-23 10:00:00+00:00,93839.5,93854.0,93339.5,93657.0,5745,3341.60009765625,3347.0,3327.300048828125,3328.300048828125,8493.0,98.95500183105469,99.00499725341797,98.80000305175781,98.80500030517578,1538.0
2025-04-23 11:00:00+00:00,93671.5,93729.5,93283.0,93425.5,19666,3335.300048828125,3351.699951171875,3332.800048828125,3341.60009765625,9963.0,98.875,99.06500244140625,98.83000183105469,98.94999694824219,1278.0
2025-04-23 12:00:00+00:00,93425.0,93810.5,93377.0,93696.0,2590,3322.199951171875,3345.699951171875,3321.800048828125,3335.300048828125,19252.0,98.91999816894531,98.94000244140625,98.80500030517578,98.87000274658203,2108.0
2025-04-23 13:00:00+00:00,93737.0,94401.5,92856.0,92969.5,21835,3288.0,3325.5,3281.60009765625,3322.0,48676.0,99.4000015258789,99.4000015258789,98.87000274658203,98.93000030517578,5498.0
2025-04-23 14:00:00+00:00,92887.0,93600.0,92649.5,92900.5,7626,3299.199951171875,3308.800048828125,3270.800048828125,3287.800048828125,43308.0,99.33000183105469,99.51000213623047,99.1050033569336,99.41999816894531,7685.0
2025-04-23 15:00:00+00:00,92848.0,93174.5,91918.0,93140.0,22765,3292.800048828125,3306.800048828125,3280.0,3298.89990234375,24372.0,99.43000030517578,99.43499755859375,99.13999938964844,99.32499694824219,4237.0
2025-04-23 16:00:00+00:00,93140.0,93710.5,92866.0,93603.5,7621,3307.300048828125,3319.0,3291.699951171875,3293.0,15118.0,99.51499938964844,99.53500366210938,99.31999969482422,99.41999816894531,1866.0
2025-04-23 17:00:00+00:00,93583.0,93917.0,93487.5,93844.0,5171,3294.0,3314.89990234375,3288.89990234375,3307.60009765625,14079.0,99.56999969482422,99.5999984741211,99.47000122070312,99.50499725341797,903.0
2025-04-23 18:00:00+00:00,93837.5,94170.0,93578.0,93578.0,5600,3295.800048828125,3300.0,3290.60009765625,3294.199951171875,5021.0,99.63500213623047,99.68499755859375,99.56999969482422,99.56999969482422,1442.0
2025-04-23 19:00:00+00:00,93561.0,93566.0,92906.5,93435.0,3519,3306.89990234375,3310.300048828125,3295.800048828125,3295.800048828125,7520.0,99.61499786376953,99.68000030517578,99.56500244140625,99.63500213623047,1449.0
2025-04-23 20:00:00+00:00,93432.5,93817.5,93418.5,93582.5,3168,3301.5,3309.10009765625,3297.0,3307.199951171875,3657.0,99.70500183105469,99.73999786376953,99.61000061035156,99.61499786376953,0.0
2025-04-23 21:00:00+00:00,93524.0,93830.5,93221.5,93426.5,1707,3311.3499755859375,3319.050048828125,3299.1500244140625,3304.5,1828.5,99.6462516784668,99.71874809265137,99.57125091552734,99.61249923706055,141.25
2025-04-23 22:00:00+00:00,93448.5,93746.5,93182.0,93740.0,1881,3321.199951171875,3329.0,3301.300048828125,3301.800048828125,0.0,99.5875015258789,99.6974983215332,99.53250122070312,99.61000061035156,282.5
2025-04-23 23:00:00+00:00,93740.5,93799.5,93475.5,93639.0,2733,3327.39990234375,3328.199951171875,3320.300048828125,3321.300048828125,2922.0,99.52875137329102,99.67624855041504,99.4937515258789,99.60750198364258,423.75
2025-04-24 00:00:00+00:00,93632.5,93728.0,93202.0,93312.5,4027,3341.10009765625,3349.0,3324.10009765625,3327.60009765625,12423.0,99.47000122070312,99.65499877929688,99.45500183105469,99.6050033569336,565.0
2025-04-24 01:00:00+00:00,93256.0,93577.0,93026.5,93480.5,6480,3366.5,3377.0,3340.0,3340.800048828125,25581.0,99.38999938964844,99.51000213623047,99.33999633789062,99.4749984741211,2180.0
2025-04-24 02:00:00+00:00,93451.5,93593.0,92993.5,93058.5,4231,3352.60009765625,3372.800048828125,3345.5,3366.39990234375,14852.0,99.3499984741211,99.41000366210938,99.33999633789062,99.3949966430664,294.0
2025-04-24 03:00:00+00:00,93053.0,93276.5,92606.5,92649.5,7051,3338.300048828125,3353.10009765625,3331.699951171875,3352.300048828125,11110.0,99.45500183105469,99.49500274658203,99.3550033569336,99.36499786376953,409.0
2025-04-24 04:00:00+00:00,92632.5,92798.0,92632.5,92776.0,222,3337.39990234375,3341.800048828125,3335.10009765625,3337.300048828125,4281.0,99.45999908447266,99.51499938964844,99.44499969482422,99.4749984741211,432.0
2025-04-24 05:00:00+00:00,92776.0,92776.0,92776.0,92776.0,0,3334.300048828125,3345.5,3330.60009765625,3337.300048828125,6846.0,99.48500061035156,99.53500366210938,99.41999816894531,99.45500183105469,409.0
2025-04-24 06:00:00+00:00,92776.0,92776.0,92213.5,92351.5,10677,3335.89990234375,3339.300048828125,3325.300048828125,3334.39990234375,11360.0,99.37000274658203,99.48999786376953,99.3550033569336,99.48500061035156,575.0
2025-04-24 07:00:00+00:00,92317.5,92596.5,92071.5,92166.5,7274,3344.199951171875,3350.800048828125,3334.39990234375,3335.89990234375,11631.0,99.19000244140625,99.375,99.18499755859375,99.375,1556.0
2025-04-24 08:00:00+00:00,92195.5,92324.5,91630.5,91994.5,17350,3346.5,3352.89990234375,3337.699951171875,3344.10009765625,7411.0,99.16000366210938,99.27999877929688,99.12000274658203,99.16999816894531,2224.0
2025-04-24 09:00:00+00:00,91963.5,92527.5,91938.0,92439.0,6924,3347.699951171875,3354.699951171875,3336.699951171875,3346.5,7650.0,99.12000274658203,99.18499755859375,99.06999969482422,99.18000030517578,728.0
2025-04-24 10:00:00+00:00,92427.0,92620.0,92322.5,92507.0,4768,3341.5,3348.199951171875,3337.39990234375,3347.199951171875,5071.0,99.13999938964844,99.16500091552734,99.02999877929688,99.05999755859375,862.0
2025-04-24 11:00:00+00:00,92492.5,92595.0,92234.5,92575.5,6308,3348.699951171875,3356.10009765625,3341.10009765625,3341.300048828125,8312.0,99.18499755859375,99.21499633789062,99.05999755859375,99.13999938964844,1646.0
2025-04-24 12:00:00+00:00,92590.0,92751.0,92380.5,92723.0,3977,3347.300048828125,3356.699951171875,3346.699951171875,3348.5,10351.0,99.16000366210938,99.26499938964844,99.12999725341797,99.19000244140625,1311.0
2025-04-24 13:00:00+00:00,92777.0,92924.5,92501.5,92768.0,10210,3326.5,3348.199951171875,3323.5,3347.39990234375,21972.0,99.16000366210938,99.24500274658203,99.1050033569336,99.1500015258789,1006.0
2025-04-24 14:00:00+00:00,92764.0,93341.5,92573.0,93040.0,23925,3338.699951171875,3342.60009765625,3316.89990234375,3326.5,22192.0,99.17500305175781,99.25,99.05999755859375,99.16000366210938,1768.0
2025-04-24 15:00:00+00:00,93027.0,93407.5,92961.0,93145.0,4650,3340.699951171875,3341.39990234375,3330.60009765625,3338.39990234375,11297.0,99.27999877929688,99.375,99.15499877929688,99.18000030517578,1211.0
2025-04-24 16:00:00+00:00,93145.0,93526.5,93145.0,93284.0,8802,3344.10009765625,3347.60009765625,3334.199951171875,3340.800048828125,10753.0,99.1500015258789,99.29499816894531,99.1500015258789,99.2750015258789,1339.0
2025-04-24 17:00:00+00:00,93274.5,93382.5,92705.0,92930.5,5766,3349.199951171875,3351.199951171875,3342.0,3344.199951171875,10580.0,99.2300033569336,99.24500274658203,99.11000061035156,99.1500015258789,369.0
2025-04-28 23:00:00+00:00,94782.5,95134.0,94750.5,94965.0,5250,3348.0,3353.199951171875,3343.800048828125,3348.199951171875,3947.0,99.0525016784668,99.0625,98.93000030517578,98.97500228881836,516.5
2025-04-29 00:00:00+00:00,94969.5,95187.0,94782.0,95012.5,2960,3339.800048828125,3349.800048828125,3337.300048828125,3348.199951171875,5596.0,98.875,98.87999725341797,98.75,98.80000305175781,664.0
2025-04-29 01:00:00+00:00,94991.0,95416.0,94687.0,94829.5,6610,3337.60009765625,3350.800048828125,3333.10009765625,3339.60009765625,10204.0,98.94499969482422,98.9749984741211,98.81999969482422,98.88500213623047,499.0
2025-04-29 02:00:00+00:00,94836.5,94920.5,94459.5,94552.5,3385,3330.5,3344.89990234375,3329.199951171875,3337.5,6208.0,98.90499877929688,98.93499755859375,98.7300033569336,98.93499755859375,539.0
2025-04-29 03:00:00+00:00,94562.0,94752.0,94386.5,94600.0,3943,3323.10009765625,3332.199951171875,3317.699951171875,3330.5,8565.0,98.98999786376953,99.01000213623047,98.9000015258789,98.90499877929688,461.0
2025-04-29 04:00:00+00:00,94600.0,94824.0,94257.0,94310.5,6991,3319.60009765625,3328.0,3316.800048828125,3325.699951171875,3865.0,99.08000183105469,99.1050033569336,98.95999908447266,98.9800033569336,715.0
2025-04-29 05:00:00+00:00,94287.5,94370.5,94156.5,94238.0,16250,3320.199951171875,3326.60009765625,3314.800048828125,3319.800048828125,4661.0,99.0199966430664,99.08499908447266,99.01499938964844,99.07499694824219,408.0
2025-04-29 06:00:00+00:00,94209.0,94767.5,94209.0,94733.5,3974,3328.5,3333.60009765625,3318.60009765625,3320.5,6637.0,98.98500061035156,99.04000091552734,98.9000015258789,99.0250015258789,542.0
2025-04-29 07:00:00+00:00,94739.0,94926.5,94666.5,94878.0,3187,3333.0,3333.199951171875,3322.300048828125,3328.5,5321.0,98.86499786376953,99.00499725341797,98.82499694824219,98.9800033569336,914.0
2025-04-29 08:00:00+00:00,94878.0,95051.0,94772.0,94983.5,6176,3321.699951171875,3334.800048828125,3321.60009765625,3333.10009765625,4113.0,99.01000213623047,99.03500366210938,98.84500122070312,98.86499786376953,800.0
2025-04-29 09:00:00+00:00,94983.5,95042.0,94750.5,94947.0,4142,3318.699951171875,3325.300048828125,3318.5,3321.60009765625,4827.0,99.08499908447266,99.08499908447266,98.94999694824219,99.01000213623047,415.0
2025-04-29 10:00:00+00:00,94940.0,94985.0,94710.0,94776.5,3515,3322.300048828125,3325.39990234375,3315.699951171875,3318.699951171875,5661.0,99.11499786376953,99.1449966430664,99.06999969482422,99.08999633789062,574.0
2025-04-29 11:00:00+00:00,94768.5,95254.0,94768.5,95086.5,12653,3319.10009765625,3325.800048828125,3317.300048828125,3322.60009765625,5055.0,99.1449966430664,99.16999816894531,99.04499816894531,99.11000061035156,676.0
2025-04-29 12:00:00+00:00,95074.5,95131.5,94744.5,94770.0,6178,3322.60009765625,3324.699951171875,3309.60009765625,3318.800048828125,13983.0,98.86000061035156,99.15499877929688,98.82499694824219,99.12999725341797,1960.0
2025-04-29 13:00:00+00:00,94738.0,94989.0,94539.5,94741.5,6183,3317.10009765625,3331.800048828125,3309.199951171875,3322.60009765625,20723.0,98.91500091552734,98.99500274658203,98.80500030517578,98.86499786376953,1905.0
2025-04-29 14:00:00+00:00,94609.0,95250.0,94488.0,94997.0,12736,3325.300048828125,3328.60009765625,3309.60009765625,3317.10009765625,16430.0,99.06999969482422,99.08000183105469,98.77999877929688,98.93000030517578,1608.0
2025-04-29 15:00:00+00:00,95011.0,95076.5,94669.5,94791.0,3360,3323.39990234375,3326.300048828125,3315.89990234375,3325.199951171875,7836.0,98.96499633789062,99.06500244140625,98.88999938964844,99.05999755859375,911.0
2025-04-29 16:00:00+00:00,94791.0,95413.0,94750.5,94900.5,9010,3339.10009765625,3340.5,3323.199951171875,3323.800048828125,10146.0,98.88999938964844,98.96499633789062,98.7699966430664,98.96499633789062,860.0
2025-04-29 17:00:00+00:00,94900.5,95328.5,94616.0,95187.0,6953,3324.10009765625,3340.10009765625,3323.60009765625,3339.199951171875,7952.0,99.0,99.01499938964844,98.87999725341797,98.88999938964844,428.0
2025-04-29 18:00:00+00:00,95213.5,95398.0,95026.0,95346.5,4404,3329.89990234375,3330.0,3322.800048828125,3323.800048828125,4703.0,99.0199966430664,99.07499694824219,98.95999908447266,99.0,717.0
2025-04-29 19:00:00+00:00,95346.0,95395.0,95172.0,95250.5,1963,3330.300048828125,3335.199951171875,3327.699951171875,3330.0,4707.0,99.01499938964844,99.06999969482422,98.97000122070312,99.0199966430664,966.0
2025-04-29 20:00:00+00:00,95250.5,95338.5,94760.5,94782.5,3863,3327.60009765625,3333.60009765625,3327.300048828125,3330.39990234375,1608.0,99.0,99.02999877929688,98.95500183105469,99.0250015258789,0.0
2025-04-29 21:00:00+00:00,94782.5,94918.5,94305.5,94683.0,9581,3328.2000732421875,3333.2000732421875,3324.75,3327.449951171875,804.0,99.00875091552734,99.04499816894531,98.95250129699707,99.01125144958496,118.75
2025-04-29 22:00:00+00:00,94661.5,94661.5,93973.0,94115.0,11456,3328.800048828125,3332.800048828125,3322.199951171875,3324.5,0.0,99.01750183105469,99.05999755859375,98.95000076293945,98.99750137329102,237.5
2025-04-29 23:00:00+00:00,94064.0,94259.0,93685.5,94209.5,11913,3326.800048828125,3329.39990234375,3320.800048828125,3329.0,2172.0,99.02625274658203,99.07499694824219,98.94750022888184,98.98375129699707,356.25
2025-04-30 00:00:00+00:00,94200.5,94592.0,94082.5,94498.5,7233,3323.199951171875,3337.60009765625,3321.5,3326.699951171875,5332.0,99.03500366210938,99.08999633789062,98.94499969482422,98.97000122070312,475.0
2025-04-30 01:00:00+00:00,94544.5,94562.5,94234.5,94486.0,2721,3317.5,3332.5,3317.0,3323.10009765625,6017.0,99.18499755859375,99.19999694824219,98.98999786376953,99.05000305175781,577.0
2025-04-30 02:00:00+00:00,94463.5,94731.5,94401.5,94600.0,4484,3316.5,3322.60009765625,3314.60009765625,3317.300048828125,4352.0,99.12999725341797,99.2249984741211,99.11499786376953,99.19499969482422,569.0
2025-04-30 03:00:00+00:00,94599.5,95078.5,94450.5,94959.5,8136,3314.300048828125,3321.5,3312.800048828125,3316.5,3796.0,99.16000366210938,99.16000366210938,99.06500244140625,99.12999725341797,477.0
2025-04-30 04:00:00+00:00,94989.5,95150.0,94824.0,95016.5,4887,3317.39990234375,3318.300048828125,3310.699951171875,3314.0,3464.0,99.12000274658203,99.16500091552734,99.08000183105469,99.1500015258789,148.0
2025-04-30 05:00:00+00:00,95029.0,95067.0,94835.5,94855.5,4402,3319.39990234375,3324.10009765625,3317.10009765625,3317.300048828125,4141.0,99.05500030517578,99.125,99.02999877929688,99.11499786376953,186.0
2025-04-30 06:00:00+00:00,94871.5,94931.0,94709.5,94712.5,4419,3315.39990234375,3320.89990234375,3314.300048828125,3319.60009765625,3948.0,99.01499938964844,99.17500305175781,98.94499969482422,99.05000305175781,869.0
2025-04-30 07:00:00+00:00,94741.0,94834.5,94453.0,94578.0,12486,3316.800048828125,3324.300048828125,3312.39990234375,3315.39990234375,5383.0,99.11499786376953,99.1500015258789,99.01499938964844,99.01499938964844,699.0
2025-04-30 08:00:00+00:00,94553.0,94762.5,94473.0,94660.5,6376,3293.699951171875,3317.10009765625,3289.5,3316.800048828125,15613.0,99.19000244140625,99.23999786376953,99.06999969482422,99.11000061035156,849.0
2025-04-30 09:00:00+00:00,94650.0,94999.5,94614.0,94916.5,6162,3285.300048828125,3296.800048828125,3284.0,3293.699951171875,9282.0,99.2750015258789,99.2750015258789,99.13999938964844,99.18499755859375,838.0
2025-04-30 10:00:00+00:00,94938.0,94980.5,94805.5,94902.0,2417,3281.60009765625,3290.0,3281.0,3285.10009765625,6953.0,99.25499725341797,99.26000213623047,99.21499633789062,99.23999786376953,412.0
2025-04-30 11:00:00+00:00,94916.0,95181.0,94885.5,95126.0,12730,3281.5,3291.199951171875,3276.699951171875,3281.800048828125,10097.0,99.19000244140625,99.30000305175781,99.12999725341797,99.26000213623047,687.0
2025-04-30 12:00:00+00:00,95126.0,95164.0,94302.5,94502.0,17886,3307.89990234375,3315.10009765625,3275.60009765625,3281.5,24775.0,99.18000030517578,99.24500274658203,99.06500244140625,99.19000244140625,2429.0
2025-04-30 13:00:00+00:00,94499.5,94617.0,92963.0,92981.0,32004,3318.89990234375,3330.10009765625,3306.199951171875,3308.10009765625,23452.0,99.19499969482422,99.25499725341797,99.1500015258789,99.18000030517578,1304.0
2025-04-30 14:00:00+00:00,92962.5,94329.5,92850.5,93666.5,22067,3320.5,3324.300048828125,3301.60009765625,3318.5,28597.0,99.16000366210938,99.36499786376953,99.11000061035156,99.19000244140625,2902.0
2025-04-30 15:00:00+00:00,93678.5,94068.5,93630.5,93958.5,4328,3318.5,3325.10009765625,3309.0,3320.39990234375,14431.0,99.2750015258789,99.46499633789062,99.1050033569336,99.16000366210938,3313.0
2025-04-30 16:00:00+00:00,93948.5,94154.0,93484.0,93900.0,6889,3321.300048828125,3325.0,3317.60009765625,3318.800048828125,6446.0,99.23500061035156,99.30500030517578,99.20500183105469,99.26499938964844,1446.0
2025-04-30 17:00:00+00:00,93900.0,94233.0,93712.0,94060.0,4448,3315.800048828125,3324.300048828125,3315.0,3321.5,9289.0,99.29000091552734,99.30000305175781,99.16500091552734,99.2300033569336,734.0
2025-04-30 18:00:00+00:00,94059.0,94426.0,93962.0,94044.0,5378,3312.39990234375,3318.0,3310.699951171875,3315.699951171875,5203.0,99.2699966430664,99.31500244140625,99.19999694824219,99.29000091552734,943.0
2025-04-30 19:00:00+00:00,94044.0,94229.5,93700.5,94098.0,3352,3306.800048828125,3316.5,3302.699951171875,3312.5,5387.0,99.4000015258789,99.41999816894531,99.2300033569336,99.2699966430664,615.0
2025-04-30 20:00:00+00:00,94134.0,94690.5,94083.0,94503.5,7233,3299.199951171875,3308.699951171875,3293.89990234375,3306.699951171875,4058.0,99.43499755859375,99.51000213623047,99.3949966430664,99.4000015258789,0.0
2025-04-30 21:00:00+00:00,94515.5,94739.5,94328.0,94383.0,3838,3290.8499755859375,3304.6500244140625,3286.949951171875,3302.8499755859375,2029.0,99.44499778747559,99.50375175476074,99.40124702453613,99.41500091552734,115.0
2025-04-30 22:00:00+00:00,94391.0,94667.0,94010.5,94069.5,4596,3282.5,3300.60009765625,3280.0,3299.0,0.0,99.45499801635742,99.49750137329102,99.40749740600586,99.43000030517578,230.0
2025-04-30 23:00:00+00:00,94075.5,94281.0,93950.5,94125.5,3651,3281.5,3294.0,3278.39990234375,3282.800048828125,4562.0,99.46499824523926,99.49125099182129,99.41374778747559,99.44499969482422,345.0
2025-05-01 00:00:00+00:00,94125.0,94358.5,94088.0,94358.5,2709,3253.89990234375,3285.0,3247.699951171875,3281.5,17370.0,99.4749984741211,99.48500061035156,99.41999816894531,99.45999908447266,460.0
2025-05-01 01:00:00+00:00,94359.0,94660.0,94347.0,94587.0,3262,3246.89990234375,3259.5,3241.60009765625,3253.800048828125,10129.0,99.59500122070312,99.63999938964844,99.4749984741211,99.4749984741211,880.0
2025-05-01 02:00:00+00:00,94599.0,94939.5,94566.0,94800.0,6058,3248.10009765625,3258.5,3242.800048828125,3246.5,6080.0,99.53500366210938,99.6050033569336,99.52999877929688,99.59500122070312,346.0
2025-05-01 03:00:00+00:00,94805.0,94978.5,94631.0,94727.0,6328,3237.60009765625,3249.300048828125,3236.39990234375,3248.199951171875,8823.0,99.63500213623047,99.70999908447266,99.5,99.52999877929688,771.0
2025-05-01 04:00:00+00:00,94749.0,94883.0,94672.0,94825.0,2140,3234.5,3239.699951171875,3228.300048828125,3237.0,7357.0,99.68000030517578,99.68499755859375,99.61499786376953,99.62000274658203,392.0
2025-05-01 05:00:00+00:00,94842.0,95140.5,94793.5,95104.5,5494,3244.60009765625,3247.10009765625,3231.0,3234.300048828125,6421.0,99.73999786376953,99.84500122070312,99.69000244140625,99.7249984741211,768.0
2025-05-01 06:00:00+00:00,95104.5,95141.5,94759.0,94871.5,4727,3243.89990234375,3251.800048828125,3241.39990234375,3245.0,8074.0,99.77999877929688,99.80000305175781,99.67500305175781,99.75,686.0
2025-05-01 07:00:00+00:00,94846.0,95059.5,94754.0,94979.0,3401,3238.199951171875,3245.199951171875,3233.800048828125,3243.800048828125,6482.0,99.72000122070312,99.90499877929688,99.72000122070312,99.77999877929688,1280.0
2025-05-01 08:00:00+00:00,94991.0,95172.5,94866.5,95163.5,3038,3243.10009765625,3245.300048828125,3237.89990234375,3238.199951171875,3509.0,99.62999725341797,99.66000366210938,99.55000305175781,99.63500213623047,981.0
